sample_id,phi_prediction
mmlu-professional-psychology.val.226,C) cooperate with other professionals when developing professional and ethical standards for psychological services.
mmlu-professional-law.val.412,WizardLM/WizardLM-13B-V1.2
hellaswag.val.7144,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.876,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-statistics.val.151,gpt-4-1106-preview
hellaswag.val.9294,WizardLM/WizardLM-13B-V1.2
mmlu-clinical-knowledge.val.46,D) always 1:1
mmlu-security-studies.val.43,WizardLM/WizardLM-13B-V1.2
mmlu-college-physics.val.44,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-mathematics.val.154,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-chemistry.val.83,C) An alkane
mmlu-professional-law.val.1285,WizardLM/WizardLM-13B-V1.2
mmlu-sociology.val.73,C) all of the above
mmlu-high-school-government-and-politics.val.98,gpt-4-1106-preview
hellaswag.val.1801,WizardLM/WizardLM-13B-V1.2
hellaswag.val.2830,WizardLM/WizardLM-13B-V1.2
mmlu-miscellaneous.val.183,WizardLM/WizardLM-13B-V1.2
mmlu-college-mathematics.val.58,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-microeconomics.val.98,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.382,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-statistics.val.53,B) WizardLM/WizardLM-13B-V1.2
hellaswag.val.8229,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.922,WizardLM/WizardLM-13B-V1.2
hellaswag.val.7511,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.6434,zero-one-ai/Yi-34B-Chat
hellaswag.val.9818,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.942,WizardLM/WizardLM-13B-V1.2
hellaswag.val.316,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.1110,WizardLM/WizardLM-13B-V1.2
hellaswag.val.1034,WizardLM/WizardLM-13B-V1.2
mmlu-moral-scenarios.val.712,"B) Not wrong, Wrong"
grade-school-math.dev.2904,WizardLM/WizardLM-13B-V1.2
abstract2title.test.209,WizardLM/WizardLM-13B-V1.2
hellaswag.val.7557,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.3294,zero-one-ai/Yi-34B-Chat
mmlu-professional-law.val.486,WizardLM/WizardLM-13B-V1.2
hellaswag.val.7004,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.1108,zero-one-ai/Yi-34B-Chat
mmlu-econometrics.val.25,WizardLM/WizardLM-13B-V1.2
winogrande.dev.803,B) Patricia
grade-school-math.dev.3284,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.3258,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2426,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.2676,zero-one-ai/Yi-34B-Chat
mbpp.dev.22,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3023,WizardLM/WizardLM-13B-V1.2
mmlu-security-studies.val.105,WizardLM/WizardLM-13B-V1.2
chinese_zodiac.dev.266,zero-one-ai/Yi-34B-Chat
mmlu-prehistory.val.144,WizardLM/WizardLM-13B-V1.2
chinese_ancient_poetry.dev.5,zero-one-ai/Yi-34B-Chat
hellaswag.val.9722,WizardLM/WizardLM-13B-V1.2
mmlu-professional-psychology.val.137,WizardLM/WizardLM-13B-V1.2
hellaswag.val.6591,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2728,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.273,WizardLM/WizardLM-13B-V1.2
hellaswag.val.9608,A) claude-instant-v1
grade-school-math.dev.6486,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-macroeconomics.val.244,C) The Fed sells Treasury securities to commercial banks.
arc-challenge.test.651,D) use the same equipment and procedures.
hellaswag.val.8183,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4282,WizardLM/WizardLM-13B-V1.2
hellaswag.val.9162,WizardLM/WizardLM-13B-V1.2
mmlu-moral-scenarios.val.371,"D) Wrong, Not wrong"
hellaswag.val.1878,mistralai/mistral-7b-chat
mmlu-security-studies.val.28,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.1733,WizardLM/WizardLM-13B-V1.2
mmlu-professional-accounting.val.66,WizardLM/WizardLM-13B-V1.2
mbpp.dev.379,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.6547,mistralai/mixtral-8x7b-chat
mmlu-abstract-algebra.val.52,B) 2
grade-school-math.dev.3745,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.1351,zero-one-ai/Yi-34B-Chat
mmlu-professional-accounting.val.75,B) Variable sampling.
grade-school-math.dev.6279,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2022,mistralai/mixtral-8x7b-chat
hellaswag.val.1423,WizardLM/WizardLM-13B-V1.2
mmlu-prehistory.val.64,WizardLM/WizardLM-13B-V1.2
mbpp.dev.68,WizardLM/WizardLM-13B-V1.2
chinese_zodiac.dev.127,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.5988,mistralai/mixtral-8x7b-chat
grade-school-math.dev.7240,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.717,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.4926,WizardLM/WizardLM-13B-V1.2
mmlu-jurisprudence.val.69,WizardLM/WizardLM-13B-V1.2
consensus_summary.dev.259,WizardLM/WizardLM-13B-V1.2
hellaswag.val.6994,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-geography.val.105,A) Latin America
mmlu-professional-law.val.36,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.1814,zero-one-ai/Yi-34B-Chat
hellaswag.val.6557,C)
mmlu-miscellaneous.val.61,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-macroeconomics.val.372,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.3286,zero-one-ai/Yi-34B-Chat
chinese_zodiac.dev.318,zero-one-ai/Yi-34B-Chat
mmlu-prehistory.val.0,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.4051,zero-one-ai/Yi-34B-Chat
mmlu-professional-law.val.139,WizardLM/WizardLM-13B-V1.2
mmlu-professional-psychology.val.138,D) alliance
hellaswag.val.3173,mistralai/mistral-7b-chat
mmlu-moral-disputes.val.213,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3354,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.5493,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.5058,WizardLM/WizardLM-13B-V1.2
chinese_tang_poetries.dev.28,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.2867,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.18,WizardLM/WizardLM-13B-V1.2
mmlu-conceptual-physics.val.179,WizardLM/WizardLM-13B-V1.2
mmlu-moral-scenarios.val.235,"D) Wrong, Not wrong"
hellaswag.val.6955,A) [title] Also know that you'll need to make sure your family members know about everything. [title] Rule out a bad or suitable explanation of why your child is home alone.
hellaswag.val.4326,WizardLM/WizardLM-13B-V1.2
mmlu-public-relations.val.93,C) Evaluation
hellaswag.val.2960,WizardLM/WizardLM-13B-V1.2
hellaswag.val.6222,WizardLM/WizardLM-13B-V1.2
hellaswag.val.7973,WizardLM/WizardLM-13B-V1.2
winogrande.dev.1241,A) Michael
hellaswag.val.3231,WizardLM/WizardLM-13B-V1.2
mmlu-human-sexuality.val.56,WizardLM/WizardLM-13B-V1.2
mmlu-clinical-knowledge.val.83,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.5082,zero-one-ai/Yi-34B-Chat
hellaswag.val.5679,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3105,WizardLM/WizardLM-13B-V1.2
hellaswag.val.9923,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-chemistry.val.142,WizardLM/WizardLM-13B-V1.2
